trade_date,close,exchange_ticker
2012-12-03,1365.830961435437,MARUTI
2012-12-04,1357.259567724838,MARUTI
2012-12-05,1354.326042604633,MARUTI
2012-12-06,1359.0930209249661,MARUTI
2012-12-07,1384.2113297667213,MARUTI
2012-12-10,1369.0395045356613,MARUTI
2012-12-11,1354.8302422346683,MARUTI
2012-12-12,1353.0884616945466,MARUTI
2012-12-13,1351.392517484428,MARUTI
2012-12-14,1354.2343699446267,MARUTI
2012-12-17,1374.7690457860615,MARUTI
2012-12-18,1352.4925894045048,MARUTI
2012-12-19,1384.0279844467084,MARUTI
2012-12-20,1393.5619410873746,MARUTI
2012-12-21,1379.5818604363978,MARUTI
2012-12-24,1355.7469688347323,MARUTI
2012-12-26,1356.847040754809,MARUTI
2012-12-27,1358.588821294931,MARUTI
2012-12-28,1375.4565907361095,MARUTI
2012-12-31,1365.9684704254464,MARUTI
2012-12-03,1700.9383276338826,DRREDDY
2012-12-04,1701.6350527817392,DRREDDY
2012-12-05,1702.331777929596,DRREDDY
2012-12-06,1715.3837623661093,DRREDDY
2012-12-07,1708.7416492898765,DRREDDY
2012-12-10,1749.9413296997961,DRREDDY
2012-12-11,1747.5724641970837,DRREDDY
2012-12-12,1740.5587643753274,DRREDDY
2012-12-13,1720.4001834306769,DRREDDY
2012-12-14,1700.0558091132643,DRREDDY
2012-12-17,1713.2935869225396,DRREDDY
2012-12-18,1708.370062544353,DRREDDY
2012-12-19,1721.1433569217238,DRREDDY
2012-12-20,1714.6870372182527,DRREDDY
2012-12-21,1691.648658995795,DRREDDY
2012-12-24,1692.9027642619367,DRREDDY
2012-12-26,1689.651380238606,DRREDDY
2012-12-27,1699.0339455630747,DRREDDY
2012-12-28,1696.8044250899336,DRREDDY
2012-12-31,1699.7771190541218,DRREDDY
2012-12-03,425.73827101141654,GLENMARK
2012-12-04,420.593833405745,GLENMARK
2012-12-05,406.84328055320236,GLENMARK
2012-12-10,433.43088799186,GLENMARK
2012-12-06,414.7282129581569,GLENMARK
2012-12-11,426.36329614107757,GLENMARK
2012-12-07,431.2673394661103,GLENMARK
2012-12-13,449.7776990753023,GLENMARK
2012-12-12,432.0366011641546,GLENMARK
2012-12-14,457.1337640628513,GLENMARK
2012-12-18,471.02855348377733,GLENMARK
2012-12-21,480.4039304286928,GLENMARK
2012-12-19,462.8551479420562,GLENMARK
2012-12-17,470.9804746276495,GLENMARK
2012-12-24,500.7412865707401,GLENMARK
2012-12-27,513.2417891639607,GLENMARK
2012-12-20,469.05732038253865,GLENMARK
2012-12-26,520.2613021586153,GLENMARK
2012-12-28,514.3476028548994,GLENMARK
2012-12-31,508.2415881266724,GLENMARK
2012-12-03,230.71824355263,COFORGE
2012-12-04,230.3855568279687,COFORGE
2012-12-05,231.13410195845668,COFORGE
2012-12-06,231.42520284253536,COFORGE
2012-12-07,235.54220106021927,COFORGE
2012-12-10,228.84688072641006,COFORGE
2012-12-11,227.7240630306781,COFORGE
2012-12-12,223.89816569707284,COFORGE
2012-12-13,225.0625692333875,COFORGE
2012-12-14,220.7792276533729,COFORGE
2012-12-17,215.49782589937436,COFORGE
2012-12-18,213.66804891373704,COFORGE
