trade_date,close,exchange_ticker
2011-12-01,292.7163494158299,ADANIENT
2011-12-02,320.5918433213956,ADANIENT
2011-12-05,325.3718516142006,ADANIENT
2011-12-07,322.7215499865067,ADANIENT
2011-12-08,316.9003517685363,ADANIENT
2011-12-09,307.29300836814605,ADANIENT
2011-12-12,297.3070504495139,ADANIENT
2011-12-13,304.1221117778695,ADANIENT
2011-12-14,298.44289400423986,ADANIENT
2011-12-15,297.73299178253615,ADANIENT
2011-12-16,298.0169526712176,ADANIENT
2011-12-19,292.9056566749509,ADANIENT
2011-12-20,292.19575445324716,ADANIENT
2011-12-21,295.22467059918296,ADANIENT
2011-12-22,294.7514024513805,ADANIENT
2011-12-23,303.98013133352873,ADANIENT
2011-12-26,308.66548599677327,ADANIENT
2011-12-27,304.595379925672,ADANIENT
2011-12-28,307.76627651594856,ADANIENT
2011-12-29,296.26586052434845,ADANIENT
2011-12-30,277.9030563896125,ADANIENT
2011-12-01,20.38845652736465,ASHOKLEY
2011-12-02,20.552879563875653,ASHOKLEY
2011-12-05,21.74494657858044,ASHOKLEY
2011-12-07,22.073792651602453,ASHOKLEY
2011-12-08,21.12836019166417,ASHOKLEY
2011-12-09,20.963937155153168,ASHOKLEY
2011-12-12,20.676196841258907,ASHOKLEY
2011-12-13,20.47066804562015,ASHOKLEY
2011-12-14,20.306245009109144,ASHOKLEY
2011-12-15,19.566341344809622,ASHOKLEY
2011-12-16,18.949754957893354,ASHOKLEY
2011-12-19,18.908649198765602,ASHOKLEY
2011-12-20,17.757687943188564,ASHOKLEY
2011-12-21,17.264418833655547,ASHOKLEY
2011-12-22,19.237495271787612,ASHOKLEY
2011-12-23,19.443024067426368,ASHOKLEY
2011-12-26,19.48412982655412,ASHOKLEY
2011-12-27,19.031966476148853,ASHOKLEY
2011-12-28,18.662014643999093,ASHOKLEY
2011-12-29,18.744226162254595,ASHOKLEY
2011-12-30,18.744226162254595,ASHOKLEY
2011-12-01,187.10649282148884,AXISBANK
2011-12-02,193.52228712088908,AXISBANK
2011-12-05,198.56258129313153,AXISBANK
2011-12-07,199.98617583032976,AXISBANK
2011-12-08,193.03172413847614,AXISBANK
2011-12-09,190.819381276614,AXISBANK
2011-12-12,186.6832620131326,AXISBANK
2011-12-13,184.66329679143237,AXISBANK
2011-12-14,184.51901356131094,AXISBANK
2011-12-15,182.58561827768358,AXISBANK
2011-12-16,173.91900558838884,AXISBANK
2011-12-19,163.3382353794829,AXISBANK
2011-12-20,157.80737822482757,AXISBANK
2011-12-21,164.34821799033304,AXISBANK
2011-12-22,168.0707253274663,AXISBANK
2011-12-23,169.28270446048643,AXISBANK
2011-12-26,167.75330222119914,AXISBANK
2011-12-27,162.60720034686761,AXISBANK
2011-12-28,160.17362319881926,AXISBANK
2011-12-29,156.89358443405843,AXISBANK
2011-12-30,155.4603710148521,AXISBANK
2011-12-01,117.26928297501118,BHARATFORG
