trade_date,close,exchange_ticker
2014-12-01,707.4855392340811,HINDUNILVR
2014-12-02,704.9920825014809,HINDUNILVR
2014-12-03,716.540724210366,HINDUNILVR
2014-12-04,721.4838928206084,HINDUNILVR
2014-12-05,717.9843044239766,HINDUNILVR
2014-12-08,717.4156213095239,HINDUNILVR
2014-12-09,711.2475967604604,HINDUNILVR
2014-12-10,697.9929057082172,HINDUNILVR
2014-12-11,696.4618357846908,HINDUNILVR
2014-12-12,697.9491608532594,HINDUNILVR
2014-12-15,691.256198044701,HINDUNILVR
2014-12-16,670.739861069447,HINDUNILVR
2014-12-17,670.4773919396996,HINDUNILVR
2014-12-18,670.1274331000365,HINDUNILVR
2014-12-19,660.6785444291304,HINDUNILVR
2014-12-22,671.7897375884365,HINDUNILVR
2014-12-23,670.2586676649101,HINDUNILVR
2014-12-24,662.2971040625727,HINDUNILVR
2014-12-26,656.4790383531723,HINDUNILVR
2014-12-29,663.9156636960149,HINDUNILVR
2014-12-30,664.4843468104676,HINDUNILVR
2014-12-31,665.0092850699624,HINDUNILVR
2014-12-01,1116.8,SRTRANSFIN
2014-12-02,1110.8,SRTRANSFIN
2014-12-03,1162.5,SRTRANSFIN
2014-12-04,1204.05,SRTRANSFIN
2014-12-05,1178.2,SRTRANSFIN
2014-12-08,1178.3,SRTRANSFIN
2014-12-09,1145.85,SRTRANSFIN
2014-12-10,1188.25,SRTRANSFIN
2014-12-11,1148.75,SRTRANSFIN
2014-12-12,1123.3,SRTRANSFIN
2014-12-15,1123.75,SRTRANSFIN
2014-12-16,1084.35,SRTRANSFIN
2014-12-17,1060.4,SRTRANSFIN
2014-12-18,1121.7,SRTRANSFIN
2014-12-19,1096.25,SRTRANSFIN
2014-12-22,1115.7,SRTRANSFIN
2014-12-23,1101.95,SRTRANSFIN
2014-12-24,1096.65,SRTRANSFIN
2014-12-26,1091.4,SRTRANSFIN
2014-12-29,1099.1,SRTRANSFIN
2014-12-30,1106.25,SRTRANSFIN
2014-12-31,1108.3,SRTRANSFIN
2014-12-05,793.1517058538934,GLENMARK
2014-12-02,789.9564417028614,GLENMARK
2014-12-01,776.4007756075742,GLENMARK
2014-12-08,778.9666695470393,GLENMARK
2014-12-10,768.9451592551662,GLENMARK
2014-12-03,797.2184056824796,GLENMARK
2014-12-09,779.0634957334343,GLENMARK
2014-12-04,785.1635454763134,GLENMARK
2014-12-11,776.2555363279819,GLENMARK
2014-12-19,726.922594359776,GLENMARK
2014-12-12,782.1135206048739,GLENMARK
2014-12-15,779.2087350130266,GLENMARK
2014-12-16,742.4631972761588,GLENMARK
2014-12-22,745.367982868006,GLENMARK
2014-12-17,724.4535266067059,GLENMARK
2014-12-24,752.4847075680318,GLENMARK
2014-12-23,771.8015317538161,GLENMARK
2014-12-26,753.4529694319809,GLENMARK
2014-12-18,709.445467715495,GLENMARK
2014-12-30,749.1442041374075,GLENMARK
2014-12-29,758.4395180313187,GLENMARK
2014-12-31,745.7552876135857,GLENMARK
2014-12-01,298.27496587140166,ICICIBANK
2014-12-02,300.3701772177099,ICICIBANK
2014-12-03,304.3739818956754,ICICIBANK
2014-12-04,307.2411132116761,ICICIBANK
2014-12-05,305.205280324575,ICICIBANK
2014-12-08,300.11569810682226,ICICIBANK
2014-12-09,297.23160151676234,ICICIBANK
2014-12-10,298.63123662664435,ICICIBANK
2014-12-11,295.1533554445133,ICICIBANK
2014-12-12,293.7537203346313,ICICIBANK
2014-12-15,292.8630434465245,ICICIBANK
2014-12-16,280.52080656847403,ICICIBANK
2014-12-17,281.9204416783561,ICICIBANK
2014-12-18,293.28717529800394,ICICIBANK
2014-12-19,301.9818782533316,ICICIBANK
